id_cdb,nome_cdb,id_fdb,nome_fdb,grupo,subgrupo,aliases
664,Alaska pollock,508,Alaska pollock,Aquatic foods,Fishes,#pollock-alaska#
665,Whelk,511,Whelk,Aquatic foods,Mollusks,whelk
667,Broad whitefish,513,Broad whitefish,Aquatic foods,Fishes,#whitefish-broad#
668,Whitefish,514,Whitefish,Aquatic foods,Fishes,#whitefish#
669,Whiting,515,Whiting,Aquatic foods,Fishes,#whiting#
670,Wild rice,516,Wild rice,Cereals and cereal products,Cereals,rice-wild
671,Tea leaf willow,517,Tea leaf willow,Herbs and Spices,Herbs,tea=leaf-willow
672,Winged bean,518,Winged bean,Pulses,Beans,bean-winged
673,Yam,519,Yam,Vegetables,Tubers,yam
674,Jicama,520,Jicama,Vegetables,Root vegetables,jicama
675,Yautia,521,Yautia,Vegetables,Leaf vegetables,yautia
676,Yellowfin tuna,522,Yellowfin tuna,Aquatic foods,Fishes,#tuna-yellowfin#
677,Yellowtail amberjack,523,Yellowtail amberjack,Aquatic foods,Fishes,amberjack
678,Pollock,524,Pollock,Aquatic foods,Fishes,#pollock#
679,Albacore tuna,525,Albacore tuna,Aquatic foods,Fishes,#tuna-albacore#
680,Atlantic halibut,527,Atlantic halibut,Aquatic foods,Fishes,#halibut-atlantic#
682,Smelt,530,Smelt,Aquatic foods,Fishes,#smelt#
684,Spiny lobster,532,Spiny lobster,Aquatic foods,Crustaceans,#lobster-spiny#
685,Black-eyed pea,534,Black-eyed pea,Pulses,Peas,pea-black=eyed
686,Deer,535,Deer,Animal foods,Venison,#deer#
688,Perciformes,538,Perciformes,Aquatic foods,Fishes,perciformes
690,Rabbit,540,Rabbit,Animal foods,Lagomorphs,#rabbit#
691,Beefalo,542,Beefalo,Animal foods,Bovines,beefalo
694,Flatfish,548,Flatfish,Aquatic foods,Fishes,flatfish
695,Walrus,550,Walrus,Aquatic foods,Pinnipeds,walrus
696,Alaska wild rhubarb,551,Alaska wild rhubarb,Vegetables,Stalk vegetables,rhubarb-alaska
697,Oriental wheat,552,Oriental wheat,Cereals and cereal products,Cereals,wheat-oriental
698,Yardlong bean,553,Yardlong bean,Pulses,Peas,bean-yardlong
700,Quail,555,Quail,Animal foods,Poultry,quail
701,Boysenberry,556,Boysenberry,Fruits,Berries,boysenberry
702,Rowal,559,Rowal,Herbs and Spices,Other seeds,rowal
703,Jew's ear,560,Jew's ear,Vegetables,Mushrooms,ear-jew’s
704,Shiitake,562,Shiitake,Vegetables,Mushrooms,shiitake
705,Purple laver,563,Purple laver,Aquatic foods,Seaweed,laver
706,Wakame,564,Wakame,Aquatic foods,Seaweed,wakame
707,Enokitake,565,Enokitake,Vegetables,Mushrooms,enokitake
708,Epazote,566,Epazote,Herbs and Spices,Herbs,epazote
709,Oyster mushroom,567,Oyster mushroom,Vegetables,Mushrooms,mushroom-oyster
710,Cloud ear fungus,568,Cloud ear fungus,Vegetables,Mushrooms,ear-cloud
711,Maitake,569,Maitake,Vegetables,Mushrooms,maitake
712,Ostrich fern,570,Ostrich fern,Vegetables,Leaf vegetables,ostrich-fern
713,Spot croaker,571,Spot croaker,Aquatic foods,Fishes,#croaker-spot#
714,Sourdock,572,Sourdock,Herbs and Spices,Herbs,sourdock
715,Tinda,573,Tinda,Gourds,Gourds,tinda
716,Atlantic menhaden,574,Atlantic menhaden,Aquatic foods,Fishes,menhaden
717,Agave,577,Agave,Vegetables,Other vegetables,agave
718,Narrowleaf cattail,578,Narrowleaf cattail,Vegetables,Other vegetables,cattail
719,Jellyfish,579,Jellyfish,Aquatic foods,Other aquatic foods,jellyfish
720,Anchovy,580,Anchovy,Aquatic foods,Fishes,#anchovy#
721,Blue whiting,581,Blue whiting,Aquatic foods,Fishes,#whiting-blue#
722,Carp bream,582,Carp bream,Aquatic foods,Fishes,bream
723,Chanterelle,583,Chanterelle,Vegetables,Mushrooms,chanterelle
724,Sturgeon,584,Sturgeon,Aquatic foods,Fishes,#sturgeon#
725,Charr,585,Charr,Aquatic foods,Fishes,charr
726,Common dab,588,Common dab,Aquatic foods,Fishes,dab
727,Spiny dogfish,589,Spiny dogfish,Aquatic foods,Fishes,dogfish
728,Anatidae,590,Anatidae,Animal foods,Poultry,anatidae
729,Anguilliformes,591,Anguilliformes,Aquatic foods,Fishes,anguilliformes
730,True frog,592,True frog,Aquatic foods,Amphibians,frog
731,Garfish,593,Garfish,Aquatic foods,Fishes,garfish
732,Gadiformes,594,Gadiformes,Aquatic foods,Fishes,gadiformes
733,Mountain hare,595,Mountain hare,Animal foods,Lagomorphs,hare
734,Lake trout,596,Lake trout,Aquatic foods,Fishes,#trout-lake#
735,Lemon sole,597,Lemon sole,Aquatic foods,Fishes,lemon-sole
736,Lumpsucker,599,Lumpsucker,Aquatic foods,Fishes,lumpsucker
738,Norway haddock,602,Norway haddock,Aquatic foods,Fishes,#haddock-norway#
739,Norway pout,604,Norway pout,Aquatic foods,Fishes,#pout-norway#
740,Oil palm,605,Oil palm,Herbs and Spices,Oilseed crops,palm-oil
741,Sago palm,607,Sago palm,Herbs and Spices,Oilseed crops,palm-sago
742,Persimmon,608,Persimmon,Fruits,Tropical fruits,#persimmon#
743,Pikeperch,609,Pikeperch,Aquatic foods,Fishes,#perch-pike#
745,Rock ptarmigan,611,Rock ptarmigan,Animal foods,Poultry,ptarmigan
746,Pacific ocean perch,612,Pacific ocean perch,Aquatic foods,Fishes,#perch-pacific#
747,Black salsify,613,Black salsify,Vegetables,Root vegetables,salsify-black
748,True seal,614,True seal,Aquatic foods,Pinnipeds,#seal#
749,Red algae,615,Red algae,Aquatic foods,Seaweed,algae-red
750,Kombu,616,Kombu,Aquatic foods,Seaweed,kombu
751,Snail,617,Snail,Aquatic foods,Mollusks,snail
752,True sole,618,True sole,Aquatic foods,Fishes,sole
753,Catfish,619,Catfish,Aquatic foods,Fishes,#catfish#
754,Thistle,620,Thistle,Vegetables,Root vegetables,thistle
758,Conch,625,Conch,Aquatic foods,Mollusks,conch
759,Berry wine,627,Berry wine,Beverages,Fermented beverages,berry-wine
762,Vodka,639,Vodka,Beverages,Distilled beverages,vodka
763,Ice cream,641,Ice cream,Confectioneries,Frozen desserts,ice cream
764,Vermouth,648,Vermouth,Beverages,Fortified wines,vermouth
765,Madeira wine,650,Madeira wine,Beverages,Fortified wines,madeira
766,Nougat,651,Nougat,Confectioneries,Other confectioneries,nougat
767,Toffee,653,Toffee,Confectioneries,Other confectioneries,toffee
768,Cake,654,Cake,Confectioneries,Desserts,cake
769,Pizza,655,Pizza,Dishes,Other dishes,pizza
770,Ymer,656,Ymer,Milk and milk products,Fermented milk products,ymer
772,Pastry,660,Pastry,Confectioneries,Desserts,pastry
774,Chewing gum,662,Chewing gum,Confectioneries,Candies,chewing gum
775,Marzipan,663,Marzipan,Confectioneries,Other confectioneries,marzipan
776,Salad dressing,664,Salad dressing,Baking goods,Dressings,salad dressing
778,Salt,666,Salt,Baking goods,Seasonings,salt
780,Cream,669,Cream,Milk and milk products,Other milk products,cream
781,Sugar,670,Sugar,Baking goods,Sugars,sugar
782,Sausage,671,Sausage,Dishes,Ground meat,sausage
783,Meatball,672,Meatball,Dishes,Ground meat,meatball
784,Pate,674,Pate,Dishes,Ground meat,pate
786,Meat bouillon,677,Meat bouillon,Baking goods,Baking goods,bouillon
788,Whey,679,Whey,Milk and milk products,Other milk products,whey
789,Casein,680,Casein,Milk and milk products,Other milk products,casein
791,Leavening agent,682,Leavening agent,Baking goods,Baking goods,leavening agent
792,Marshmallow,683,Marshmallow,Confectioneries,Candies,marshmallow
793,Gelatin,684,Gelatin,Baking goods,Baking goods,gelatin
794,Water,685,Water,Beverages,Waters,water; ice
799,Dumpling,691,Dumpling,Dishes,Other dishes,dumpling
800,Soup,692,Soup,Dishes,Other dishes,soup
803,Syrup,695,Syrup,Baking goods,Baking goods,syrup
805,Remoulade,697,Remoulade,Baking goods,Condiments,remoulade
806,Chocolate spread,698,Chocolate spread,Confectioneries,Spreads,chocolate spread
807,Fruit gum,699,Fruit gum,Confectioneries,Candies,fruit gum
810,Meringue,702,Meringue,Confectioneries,Other confectioneries,meringue
814,Cocoa butter,706,Cocoa butter,Cocoa and cocoa products,Cocoa products,cocoa butter
815,Cocoa powder,707,Cocoa powder,Cocoa and cocoa products,Cocoa products,cocoa-powder
817,Chocolate,709,Chocolate,Cocoa and cocoa products,Cocoa products,chocolate
818,Hot chocolate,710,Hot chocolate,Cocoa and cocoa products,Cocoa products,chocolate-hot; chocolate-heated
820,Kefir,713,Kefir,Milk and milk products,Fermented milks,kefir
822,Miso,717,Miso,Soy,Soy products,miso
823,Tofu,718,Tofu,Soy,Soy products,tofu
824,Zwieback,721,Zwieback,Cereals and cereal products,Leavened breads,zwieback
825,Roe,722,Roe,Aquatic foods,Roe,roe
827,Icing,724,Icing,Confectioneries,Other confectioneries,icing
828,Snack bar,725,Snack bar,Snack foods,Snack foods,snack bar
829,Green turtle,726,Green turtle,Aquatic foods,Other aquatic foods,turtle
831,Burrito,728,Burrito,Dishes,Tex-Mex cuisine,burrito
832,Hamburger,729,Hamburger,Dishes,Sandwiches,hamburger
834,Taco,732,Taco,Dishes,Tex-Mex cuisine,taco
835,Tortilla,733,Tortilla,Cereals and cereal products,Flat breads,tortilla
836,Nachos,734,Nachos,Dishes,Tex-Mex cuisine,nachos
837,Salad,736,Salad,Dishes,Other dishes,salad
839,Dulce de leche,738,Dulce de leche,Confectioneries,Spreads,dulce de leche
840,Topping,739,Topping,Baking goods,Baking goods,topping
841,Sweet custard,740,Sweet custard,Confectioneries,Milk desserts,custard
842,Egg roll,742,Egg roll,Dishes,Asian cuisine,egg roll
843,Heart of palm,743,Heart of palm,Vegetables,Other vegetables,heart of palm
845,Potato chip,745,Potato chip,Snack foods,Snack foods,potato-chip
846,Tortilla chip,746,Tortilla chip,Snack foods,Snack foods,tortilla-chip
847,Corn chip,747,Corn chip,Snack foods,Snack foods,corn-chip
848,Hibiscus tea,748,Hibiscus tea,Teas,Herbal teas,#tea-hibiscus#
849,Stew,749,Stew,Dishes,Other dishes,stew
850,Gelatin dessert,750,Gelatin dessert,Confectioneries,Desserts,gelatin
851,Junket,751,Junket,Confectioneries,Milk desserts,junket
852,Falafel,752,Falafel,Dishes,Other dishes,falafel
853,Frybread,753,Frybread,Dishes,Other dishes,#fry=bread#
855,Lasagna,755,Lasagna,Dishes,Pasta dishes,lasagna
857,Pancake,757,Pancake,Dishes,Other dishes,pancake
858,Pectin,758,Pectin,Baking goods,Baking goods,pectin
859,Pudding,759,Pudding,Confectioneries,Desserts,pudding
860,Waffle,760,Waffle,Dishes,Other dishes,waffle
861,Soy milk,761,Soy milk,Soy,Soy products,soy=milk; soya=milk
862,Meatloaf,762,Meatloaf,Dishes,Ground meat,meat=loaf
863,Cocktail,764,Cocktail,Beverages,Alcoholic beverages,cocktail
864,Couscous,765,Couscous,Dishes,Berber cuisine,couscous
865,Bulgur,766,Bulgur,Cereals and cereal products,Cereal products,bulgur
867,Coffee mocha,768,Coffee mocha,Coffee and coffee products,Coffee products,mocha
868,Chimichanga,769,Chimichanga,Dishes,Mexican cuisine,chimichanga
869,Semolina,770,Semolina,Cereals and cereal products,Cereal products,semolina; sooji
870,Tapioca pearl,771,Tapioca pearl,Baking goods,Baking goods,tapioca
871,Tostada,772,Tostada,Dishes,Mexican cuisine,tostada
872,Quesadilla,773,Quesadilla,Dishes,Mexican cuisine,quesadilla
873,Baked potato,774,Baked potato,Dishes,Potato dishes,potato-baked
874,Hot dog,775,Hot dog,Dishes,Sandwiches,hot=dog
875,Spread,776,Spread,Baking goods,Baking goods,spread
876,Enchilada,777,Enchilada,Dishes,Mexican cuisine,enchilada
880,Ketchup,781,Ketchup,Baking goods,Condiments,#ketchup#
882,Adobo,783,Adobo,Baking goods,Seasonings,#adobo#
884,Horned melon,786,Horned melon,Gourds,Gourds,melon-horned
885,Hushpuppy,787,Hushpuppy,Dishes,American cuisine,hushpuppy
886,Fruit juice,788,Fruit juice,Beverages,Other beverages,fruit juice
887,Relish,789,Relish,Baking goods,Condiments,relish
889,Fruit salad,791,Fruit salad,Fruits,Fruit products,fruit salad
890,Soy yogurt,792,Soy yogurt,Soy,Soy products,soy yogurt; soya yogurt
893,Cold cut,795,Cold cut,Dishes,Ground meat,cold cut
894,Mixed nuts,796,Mixed nuts,Nuts,Nuts,mixed nut
895,Babassu palm,798,Babassu palm,Herbs and Spices,Oilseed crops,palm-babassu
897,Shea tree,800,Shea tree,Herbs and Spices,Oilseed crops,shea
898,Oil-seed Camellia,801,Oil-seed Camellia,Herbs and Spices,Oilseed crops,camellia
899,Ucuhuba,802,Ucuhuba,Herbs and Spices,Oilseed crops,ucuhuba
900,Phyllo dough,803,Phyllo dough,Baking goods,Baking goods,#phyllo#
901,Cooking oil,804,Cooking oil,Baking goods,Baking goods,#cooking oil#
902,Pie crust,805,Pie crust,Baking goods,Wrappers,#pie=crust#
904,Pie,807,Pie,Confectioneries,Desserts,pie
905,Shortening,808,Shortening,Fats and oils,Vegetable fats,shortening
906,Soy cream,809,Soy cream,Soy,Soy products,#soy cream#
907,Ice cream cone,810,Ice cream cone,Baking goods,Wrappers,ice cream cone
908,Molasses,811,Molasses,Baking goods,Baking goods,molasses; treacle
909,Nance,813,Nance,Fruits,Tropical fruits,nance
911,Natto,815,Natto,Soy,Soy products,natto
912,Ravioli,816,Ravioli,Dishes,Pasta dishes,ravioli
913,Scrapple,817,Scrapple,Dishes,American cuisine,scrapple
915,Succotash,819,Succotash,Dishes,American cuisine,succotash
916,Tamale,820,Tamale,Dishes,Latin American cuisine,tamale
917,Rice cake,822,Rice cake,Dishes,Asian cuisine,#rice-cake#
918,Tree fern,823,Tree fern,Vegetables,Other vegetables,fern-tree
919,Evaporated milk,824,Evaporated milk,Milk and milk products,Other milk products,milk-evaporated
920,Flour,825,Flour,Cereals and cereal products,Cereal products,#flour#
921,Akutaq,826,Akutaq,Confectioneries,Desserts,akutaq
923,Pita bread,829,Pita bread,Cereals and cereal products,Flat breads,#bread-pita#
924,Focaccia,830,Focaccia,Cereals and cereal products,Flat breads,focaccia
925,Bagel,831,Bagel,Cereals and cereal products,Leavened breads,bagel
927,Piki bread,834,Piki bread,Cereals and cereal products,Flat breads,bread-piki
928,French toast,835,French toast,Cereals and cereal products,Leavened breads,french toast
929,Oat bread,838,Oat bread,Cereals and cereal products,Leavened breads,#bread-oat#
930,Potato bread,839,Potato bread,Cereals and cereal products,Other breads,potato-bread
931,Cornbread,840,Cornbread,Cereals and cereal products,Flat breads,#corn=bread#
932,Corn grits,841,Corn grits,Cereals and cereal products,Cereal products,corn-grit
933,Multigrain bread,842,Multigrain bread,Cereals and cereal products,Leavened breads,#bread-multigrain#
934,Rice bread,843,Rice bread,Cereals and cereal products,Leavened breads,bread-rice
935,Pan dulce,844,Pan dulce,Cereals and cereal products,Leavened breads,pan dulce
936,Raisin bread,845,Raisin bread,Cereals and cereal products,Sweet breads,#bread-raisin#
937,Wonton wrapper,846,Wonton wrapper,Baking goods,Wrappers,wonton wrapper
938,Trail mix,848,Trail mix,Snack foods,Snack foods,trail mix
939,Greenthread tea,849,Greenthread tea,Teas,Herbal teas,tea-greenthread
941,Vegetable juice,851,Vegetable juice,Beverages,Other beverages,vegetable juice
942,Horchata,852,Horchata,Beverages,Other beverages,horchata
943,Soft drink,853,Soft drink,Beverages,Other beverages,soft drink
944,Milkshake,855,Milkshake,Confectioneries,Frozen desserts,milkshake
945,Chocolate mousse,856,Chocolate mousse,Confectioneries,Desserts,chocolate-mousse
947,Pupusa,858,Pupusa,Dishes,Latin American cuisine,pupusa
948,Empanada,859,Empanada,Dishes,Latin American cuisine,empanada
949,Arepa,860,Arepa,Dishes,Latin American cuisine,arepa
950,Ascidians,861,Ascidians,Aquatic foods,Other aquatic foods,ascidians
951,Gefilte fish,862,Gefilte fish,Dishes,Jewish cuisine,gefilte
952,Yellow pond lily,863,Yellow pond-lily,Herbs and Spices,Herbs,yellow=pond lily
953,Fish burger,864,Fish burger,Dishes,Sandwiches,fish burger
955,Pot pie,866,Pot pie,Dishes,Other dishes,pot=pie
956,Stuffing,867,Stuffing,Baking goods,Baking goods,stuffing
958,Fudge,869,Fudge,Confectioneries,Candies,fudge
959,Candy bar,870,Candy bar,Confectioneries,Candies,candy bar
960,Condensed milk,871,Condensed milk,Milk and milk products,Other milk products,milk-condensed
961,Margarine,872,Margarine,Fats and oils,Vegetable fats,margarine
963,Hummus,874,Hummus,Dishes,Levantine cuisine,hummus
964,Potato puffs,876,Potato puffs,Dishes,Potato dishes,potato-puff
965,Potato gratin,877,Potato gratin,Dishes,Potato dishes,potato-gratin
967,Chinese bayberry,882,Chinese bayberry,Fruits,Berries,bayberry-chinese
968,Green zucchini,907,Green zucchini,Gourds,Gourds,zucchini-green
970,Saskatoon berry,916,Saskatoon berry,Fruits,Berries,berry-saskatoon
971,Nanking cherry,917,Nanking cherry,Fruits,Berries,cherry-nanking
972,Japanese pumpkin,918,Japanese pumpkin,Gourds,Gourds,pumpkin-japanese
977,Guinea hen,378,Guinea hen,Animal foods,Poultry,guinea-hen
978,Cucurbita,66,Cucurbita,Gourds,Gourds,cucurbita
981,Coconut Milk,970,Coconut milk,Milk and milk products,Other milk products,coconut-milk
982,Coconut Oil,973,Coconut oil,Herbs and Spices,Oilseed crops,coconut-oil
990,Lard,703,Lard,Fats and oils,Animal fats,pork-fat; lard
1000,Gelatin,684,Gelatin,Baking goods,Baking goods,gelatin
0,Egg,633,Eggs,Eggs,Eggs,egg
2,Bread,1019,White bread,Cereals and cereal products,Cereals,bread; bun
4,Wheaten Bread,836,Wheat bread,Cereals and cereal products,Leavened breads,bread-wheaten
6,Wholewheat Bread,836,Wheat bread,Cereals and cereal products,Leavened breads,bread-whole=wheat
8,Arrack,630,Liquor,Beverages,Distilled beverages,arrack; arak
10,Bantu Beer,268,Beer,Beverages,Fermented beverages,bantu-beer; kaffir-beer
11,Brandy,630,Liquor,Beverages,Distilled beverages,brandy
12,Anise Brandy,630,Liquor,Beverages,Distilled beverages,brandy-anise
13,Apple Brandy,630,Liquor,Beverages,Distilled beverages,brandy-apple
14,Armagnac Brandy,630,Liquor,Beverages,Distilled beverages,armagnac-brandy
15,Blackberry Brandy,630,Liquor,Beverages,Distilled beverages,blackberry-brandy
16,Cherry Brandy,630,Liquor,Beverages,Distilled beverages,brandy-cherry
17,Cognac Brandy,630,Liquor,Beverages,Distilled beverages,brandy-cognac
18,Papaya Brandy,630,Liquor,Beverages,Distilled beverages,brandy-papaya
19,Pear Brandy,630,Liquor,Beverages,Distilled beverages,brandy-pear; palinka; poire williams; rakia
20,Plum Brandy,630,Liquor,Beverages,Distilled beverages,brandy-plum; slivovitz; tuica; ljivovica; asliwowica; schlivowitz
21,Raspberry Brandy,630,Liquor,Beverages,Distilled beverages,raspberry-brandy
22,Weinbrand Brandy,630,Liquor,Beverages,Distilled beverages,weinbrand-brandy
26,Bourbon Whisky,640,Whisky,Beverages,Distilled beverages,bourbon-whisky; bourbon-whiskey
27,Canadian Whisky,640,Whisky,Beverages,Distilled beverages,canadian-whisky; canadian-whiskey
28,Finnish Whisky,640,Whisky,Beverages,Distilled beverages,finnish-whisky; finnish-whiskey
29,Japanese Whisky,640,Whisky,Beverages,Distilled beverages,japanese-whisky; japanese-whiskey
30,Malt Whisky,640,Whisky,Beverages,Distilled beverages,whisky-malt; whiskey-malt
31,Scotch,640,Whisky,Beverages,Distilled beverages,scotch
32,Wine,949,White wine,Beverages,Fermented beverages,wine
33,Bilberry Wine,627,Berry wine,Beverages,Fermented beverages,bilberry-wine
34,Botrytized Wine,949,White wine,Beverages,Fermented beverages,botrytized-wine
35,Champagne,958,White champagne,Beverages,Alcoholic beverages,champagne
36,Cider,630,Liquor,Beverages,Distilled beverages,cider
37,Plum Wine,627,Berry wine,Beverages,Fermented beverages,plum-wine
43,Sparkling Wine,949,White wine,Beverages,Fermented beverages,sparkling-wine
44,Strawberry Wine,627,Berry wine,Beverages,Fermented beverages,strawberry-wine
50,Roibos Tea,849,Greenthread tea,Teas,Herbal teas,tea-rooibos; tea-bush
52,Crispbread,1019,White bread,Cereals and cereal products,Cereals,crisp=bread
53,Malt,88,Barley,Cereals and cereal products,Cereals,malt
54,Oats,22,Oat,Cereals and cereal products,Cereals,oat
59,Sweetcorn,205,Corn,Cereals and cereal products,Cereals,sweet=corn
64,Camembert Cheese,631,Cheese,Milk and milk products,Fermented milk products,cheese-camembert
66,Comte Cheese,631,Cheese,Milk and milk products,Fermented milk products,cheese-comte
68,Cream Cheese,966,Plain cream cheese,Milk and milk products,Fermented milk products,cheese-cream
69,Domiati Cheese,631,Cheese,Milk and milk products,Fermented milk products,cheese-white; cheese-domiati
70,Emmental Cheese,681,Swiss cheese,Milk and milk products,Fermented milk products,cheese-emmental
71,Feta Cheese,988,Greek feta cheese,Milk and milk products,Fermented milk products,cheese-feta
72,Goat Cheese,631,Cheese,Milk and milk products,Fermented milk products,cheese-goat
73,Gruyere Cheese,681,Swiss cheese,Milk and milk products,Fermented milk products,cheese-gruyere
74,Limburger Cheese,631,Cheese,Milk and milk products,Fermented milk products,cheese-limburger
76,Munster Cheese,631,Cheese,Milk and milk products,Fermented milk products,cheese-munster
79,Provolone Cheese,631,Cheese,Milk and milk products,Fermented milk products,cheese-provolone
80,Romano Cheese,631,Cheese,Milk and milk products,Fermented milk products,cheese-romano
81,Roquefort Cheese,631,Cheese,Milk and milk products,Fermented milk products,cheese-roquefort
82,Russian Cheese,631,Cheese,Milk and milk products,Fermented milk products,cheese-russia
83,Sheep Cheese,631,Cheese,Milk and milk products,Fermented milk products,cheese-sheep
85,Tilsit Cheese,631,Cheese,Milk and milk products,Fermented milk products,cheese-tilsit
87,Ghee,667,Butter,Milk and milk products,Other milk products,ghee
88,Milk,632,Milk (Cow),Milk and milk products,Unfermented milks,milk
89,Milk Fat,704,Other animal fat,Fats and oils,Animal fats,milk-fat; cream
90,Goat Milk,632,Milk (Cow),Milk and milk products,Unfermented milks,goat-milk
91,Milk Powder,711,Dried milk,Milk and milk products,Other milk products,milk-powder
92,Sheep Milk,712,Milk (Other mammals),Milk and milk products,Unfermented milks,sheep-milk
93,Skimmed Milk,632,Milk (Cow),Milk and milk products,Unfermented milks,milk-skimmed
102,Chamomile,107,German camomile,Herbs and Spices,Herbs,chamomile; camomile
108,Grapefruit Peel Oil,256,Grapefruit,Fruits,Citrus,grapefruit-peel=oil
111,Hyacinth,386,Hyacinth bean,Pulses,Beans,hyacinth
112,Hyssop Oil,89,Hyssop,Herbs and Spices,Herbs,hyssop-oil
114,Lemon Peel Oil,54,Lemon,Fruits,Citrus,lemon-peel=oil
115,Lime Peel Oil,53,Lime,Fruits,Citrus,lime-peel=oil
117,Mandarin Orange Peel Oil,56,"Mandarin orange (Clementine, Tangerine)",Fruits,Citrus,mandarin-peel=oil
119,Mentha Oil,109,Mentha,Herbs and Spices,Herbs,mentha-oil
122,Orange Oil,57,Sweet orange,Fruits,Citrus,orange-oil
124,Clary Sage,165,Common sage,Herbs and Spices,Herbs,clary-sage
125,Red Sage,165,Common sage,Herbs and Spices,Herbs,sage-red; sage-wild
126,Spanish Sage,165,Common sage,Herbs and Spices,Herbs,sage-spanish
139,Lobster,404,American lobster,Aquatic foods,Crustaceans,#lobster#
140,Mollusc,307,Blue mussel,Aquatic foods,Mollusks,mollusc; mussels
141,Oyster,606,True oyster,Aquatic foods,Mollusks,oyster
142,Prawn,546,Shrimp,Aquatic foods,Crustaceans,prawn
148,Bonito,600,"Scombridae (Bonito, Mackerel, Tuna)",Aquatic foods,Fishes,bonito
150,Codfish,526,Gadus (Common cod),Aquatic foods,Fishes,codfish; cod
153,Lean Fish,596,Lake trout,Aquatic foods,Fishes,fish-lean
156,Salmon,460,Pink salmon,Aquatic foods,Fishes,#salmon#
157,Artichoke,71,Globe artichoke,Vegetables,Shoot vegetables,artichoke
161,Rose,456,Rose hip,Herbs and Spices,Herbs,rose
163,Apple Sauce,105,Apple,Fruits,Pomes,#apple=sauce#
169,Byrsonima crassifolia,813,Nance,Fruits,Tropical fruits,byrsonima crassifolia; changunga; nanche; serette
173,Currant,156,Redcurrant,Fruits,Berries,currant
174,Black Currant,156,Redcurrant,Fruits,Berries,currant-black
175,Red Currant,156,Redcurrant,Fruits,Berries,currant-red
176,White Currant,156,Redcurrant,Fruits,Berries,currant-white
177,Dates,135,Date,Fruits,Other fruits,date
184,Hogplum,455,Malabar plum,Fruits,Tropical fruits,hogplum
186,Kiwifruit,4,Kiwi,Fruits,Tropical fruits,kiwi; kiwifruit
187,Litchi,103,Lichee,Fruits,Tropical fruits,litchi; lychee; lichee
189,Malay Apple,78,Wax apple,	Fruits,	Tropical fruits,malay=apple
191,Melon,1016,Cantaloupe melon,Gourds,Gourds,melon
192,Musk Melon,64,Muskmelon,Gourds,Gourds,musk=melon; honeydew
194,Orange,57,Sweet orange,Fruits,Citrus,orange
195,Bitter Orange,950,Sour orange,Fruits,Citrus,orange-bitter; orange-sour
197,Mountain Papaya,41,Papaya,Fruits,Tropical fruits,Papaya-mountain
198,Passionfruit,128,Passion fruit,Fruits,Tropical fruits,passionfruit
199,Yellow Passionfruit,128,Passion fruit,Fruits,Tropical fruits,passionfruit-yellow
200,Pawpaw,41,Papaya,Fruits,Tropical fruits,pawpaw
203,Bartlett Pear,152,Pear,Fruits,Pomes,pear-barlett
205,Pepino,65,Cucumber,Gourds,Gourds,pepino; cucumber-sweet
207,Plum,147,European plum,Fruits,Drupes,plum; prune
209,Pumpkin,918,Japanese pumpkin,Gourds,Gourds,pumpkin
211,Chinese Quince,69,Quince,Fruits,Pomes,quince-chinese
212,Raisin,1000,Black raisin,Fruits,Berries,raisin; sultana
217,Starfruit,23,Star fruit,Fruits,Tropical fruits,starfruit; carambola
223,Blueberry,189,Lowbush blueberry,Fruits,Berries,blueberry
224,Cherry,145,	Sweet cherry,Fruits,Drupes,cherry
225,Bitter Cherry,146,Sour cherry,Fruits,Drupes,cherry-choke; cherry-bitter
229,Cranberry,192,American cranberry,Fruits,Berries,cranberry
233,Raspberry,162,Red raspberry,Fruits,Berries,raspberry
235,Strawberry Jam,83,Strawberry,Fruits,Berries,strawberry-jam
236,Bergamot,56,"Mandarin orange (Clementine, Tangerine)",Fruits,Citrus,bergamot
242,Mandarin Orange,56,"Mandarin orange (Clementine, Tangerine)",Fruits,Citrus,mandarin
243,Satsuma Orange,56,"Mandarin orange (Clementine, Tangerine)",Fruits,Citrus,mandarin-satsuma
244,Tangerine,56,"Mandarin orange (Clementine, Tangerine)",Fruits,Citrus,tangerine
249,Artemisia,20,Mugwort,Herbs and Spices,Herbs,artemisia
250,Basil,119,Sweet basil,Herbs and Spices,Herbs,basil
251,Buckwheat,79,Common buckwheat,Cereals and cereal products,Cereals,buckwheat
261,Liqourice,644,Liquorice,Confectioneries,Candies,liquorice
262,Mint,112,Spearmint,Herbs and Spices,Herbs,mint
263,Rhubarb,154,Garden rhubarb,Vegetables,Stalk vegetables,rhubarb
265,Sage,165,Common sage,Herbs and Spices,Herbs,sage
267,Scotch Spearmint,112,Spearmint,Herbs and Spices,Herbs,spearmint-scotch
269,Thyme,183,Common thyme,Herbs and Spices,Herbs,thyme
270,Beef,506,"Cattle (Beef, Veal)",Animal foods,Bovines,beef; steak; veal; sirloin
271,Beef Processed,506,"Cattle (Beef, Veal)",Animal foods,Bovines,beef-processed
274,Ham,549,Domestic pig,Animal foods,Swine,ham
275,Lamb,483,"Sheep (Mutton, Lamb)",Animal foods,Ovis,lamb; keema
276,Meat,506,"Cattle (Beef, Veal)",Animal foods,Bovines,meat
277,Mutton,483,"Sheep (Mutton, Lamb)",Animal foods,Ovis,mutton
